"age","workclass","education","education.num","marital.status","occupation","relationship","race","sex","hours.per.week","profit","married","milk","bread","butter","honey","jam","peanut","Badam","Cashew","pista","Tea","Coffee","Biscuits","Nuts"
43,5,12,9,3,7,1,3,2,40,0,1,F,F,F,F,T,F,T,F,T,F,F,T,T
44,5,16,10,3,4,1,5,2,40,7298,1,T,T,T,T,T,T,T,T,T,T,T,T,T
35,5,16,10,5,5,2,5,1,40,0,0,F,F,F,F,T,T,F,F,T,F,F,F,T
25,5,16,10,5,14,4,5,1,40,0,0,T,T,T,F,F,T,F,T,F,F,T,T,F
24,5,16,10,3,8,6,5,1,48,7298,1,T,T,T,T,T,T,T,F,T,T,T,T,T
22,5,10,13,5,11,2,5,1,15,0,0,T,T,T,F,F,T,T,F,T,F,T,T,F
42,3,16,10,3,4,1,5,2,40,5178,1,F,F,F,F,T,F,F,T,T,T,F,F,T
34,5,8,12,1,13,5,3,1,45,0,0,F,F,F,T,F,F,T,F,F,F,T,F,F
60,5,10,13,1,11,2,5,1,42,0,0,F,F,F,T,F,F,T,T,T,F,F,F,T
21,5,12,9,5,7,4,5,2,40,0,0,T,T,T,F,T,F,F,F,F,F,T,T,T
57,2,13,14,3,13,1,5,2,40,15024,1,F,F,F,F,F,T,F,T,F,T,T,F,F
41,5,15,15,3,11,1,5,2,60,0,1,F,F,F,F,T,F,T,F,F,F,T,T,F
50,5,16,10,1,9,2,5,2,45,0,0,F,F,F,T,T,T,T,T,T,T,F,F,T
25,5,10,13,5,5,2,5,1,40,0,0,F,F,F,F,F,F,T,T,F,T,T,F,F
50,5,6,4,3,4,1,5,2,40,0,1,F,F,F,T,T,F,F,T,T,F,T,F,F
36,5,10,13,3,11,1,5,2,45,0,1,F,F,F,F,T,T,T,F,T,T,F,F,T
31,5,12,9,1,11,2,5,1,40,0,0,T,T,T,T,F,F,T,F,F,F,F,T,F
29,3,10,13,5,12,2,5,2,56,0,0,T,T,T,F,F,T,F,T,F,T,F,T,T
21,5,16,10,5,13,4,5,2,45,0,0,T,T,T,F,T,T,T,F,F,T,F,T,T
27,5,10,13,5,14,5,3,1,40,0,0,T,T,T,F,F,F,T,T,F,F,T,F,F
65,5,12,9,3,15,1,5,2,16,0,1,T,T,T,F,T,F,T,T,F,F,F,F,F
37,6,10,13,1,13,2,5,1,60,0,0,T,T,T,T,F,F,F,F,F,F,T,T,T
39,1,13,14,3,1,6,2,1,40,3464,1,F,F,F,F,T,F,T,T,F,F,T,T,F
24,5,12,9,5,4,4,5,2,40,0,0,T,T,T,T,T,F,T,T,F,F,T,F,F
38,5,12,9,1,13,2,5,2,80,0,0,T,T,T,F,T,T,T,T,T,T,T,F,F
48,5,10,13,3,2,1,5,2,40,7688,1,F,F,F,T,F,F,T,F,F,F,T,F,T
21,5,16,10,5,9,2,2,1,25,0,0,T,T,T,T,T,F,F,T,T,F,F,F,F
31,5,12,9,3,15,1,5,2,45,0,1,T,T,T,T,F,T,F,T,T,F,T,F,F
55,5,12,9,3,13,1,5,2,40,4386,1,T,T,T,F,T,F,T,F,F,T,T,F,F
24,5,16,10,3,2,6,2,1,40,0,1,T,T,T,F,T,F,T,F,F,T,T,F,T
43,5,12,9,1,2,2,5,1,40,0,0,F,F,F,T,T,F,F,T,T,F,T,T,T
26,5,8,12,5,14,2,5,2,45,0,0,F,F,F,F,F,F,T,T,T,T,T,T,T
46,5,8,12,5,11,2,5,1,33,0,0,F,F,F,T,F,F,F,T,F,T,F,F,F
35,5,8,12,3,2,1,5,2,40,0,1,F,F,F,T,F,T,T,T,T,T,F,F,T
41,6,16,10,3,6,1,5,2,54,0,1,T,T,T,T,F,T,F,F,T,T,F,F,T
26,5,10,13,5,13,2,5,2,40,0,0,F,F,F,F,T,F,F,F,T,T,T,F,T
34,5,13,14,3,5,1,2,2,35,7298,1,T,T,T,T,T,T,F,F,F,F,T,F,T
19,1,16,10,5,1,4,3,1,25,0,0,T,T,T,F,T,T,F,F,F,F,F,T,T
36,7,10,13,1,11,2,3,1,40,0,0,T,T,T,F,F,T,F,T,F,T,T,T,T
22,5,16,10,5,13,4,5,2,15,0,0,T,T,T,F,F,F,F,F,T,T,T,T,F
24,5,16,10,5,8,2,5,2,40,0,0,T,T,T,T,T,F,F,F,T,F,T,F,T
77,7,16,10,3,13,1,5,2,40,0,1,F,F,F,T,F,F,T,F,F,F,T,F,T
22,5,5,3,3,8,3,5,1,40,0,0,T,T,T,F,T,T,T,T,T,T,F,T,F
29,5,16,10,5,14,2,5,1,40,0,0,T,T,T,T,F,F,F,F,T,F,F,F,F
62,5,12,9,7,9,2,5,1,24,0,0,F,F,F,T,F,T,T,F,T,T,F,T,T
39,7,12,9,3,5,1,5,2,40,0,1,F,F,F,T,F,F,F,F,T,T,F,T,T
43,5,16,10,3,4,1,5,2,50,-1485,1,F,F,F,T,T,F,F,T,F,F,F,F,F
35,5,12,9,1,15,2,5,2,45,0,0,F,F,F,T,F,T,F,T,F,T,T,F,F
29,5,2,7,5,5,2,5,1,40,0,0,F,F,F,F,T,F,F,T,F,T,T,T,T
76,7,13,14,3,4,1,5,2,10,0,1,T,T,T,T,F,F,F,F,T,T,F,F,T
63,7,12,9,3,6,1,5,2,45,0,1,F,F,F,T,F,F,F,F,F,F,F,T,F
23,1,9,11,5,1,4,3,1,15,0,0,F,F,F,F,T,T,T,F,T,F,T,F,T
43,5,16,10,3,11,6,5,1,50,-1887,1,F,F,F,T,T,T,F,F,F,F,F,T,T
58,7,12,9,3,7,1,5,2,40,0,1,T,T,T,F,T,F,F,T,F,F,T,F,T
66,5,12,9,5,15,2,5,2,55,2050,0,T,T,T,T,F,F,F,T,F,F,T,F,T
41,5,16,10,5,4,2,3,2,45,0,0,F,F,F,T,F,T,F,F,T,F,T,T,F
26,5,10,13,5,2,2,5,2,40,0,0,T,T,T,T,F,F,T,T,T,F,T,T,T
47,5,9,11,5,9,2,5,2,40,0,0,T,T,T,F,T,T,T,F,F,T,T,F,F
55,3,1,6,3,2,1,5,2,40,0,1,T,T,T,T,F,T,T,F,F,F,F,T,F
53,5,12,9,3,15,1,5,2,40,0,1,F,F,F,T,T,T,F,F,F,F,T,T,F
17,5,5,3,5,9,3,5,2,48,0,0,T,T,T,T,F,T,F,F,T,F,F,T,F
30,5,12,9,5,4,3,5,2,40,0,0,T,T,T,T,T,T,F,T,T,F,F,F,F
49,5,13,14,5,11,2,5,2,60,0,0,F,F,F,T,F,F,T,F,F,T,F,F,F
19,5,12,9,5,13,5,3,2,30,0,0,T,T,T,F,T,T,T,F,F,F,T,T,T
45,5,12,9,3,9,1,3,2,40,0,1,T,T,T,F,T,F,F,T,T,T,T,T,T
26,5,8,12,5,13,2,5,2,40,0,0,T,T,T,F,T,F,T,T,F,F,T,T,F
38,5,9,11,3,4,1,5,2,40,7298,1,F,F,F,F,T,F,T,F,T,F,T,T,F
36,8,12,9,3,12,1,5,2,40,7298,1,T,T,T,F,F,F,T,F,F,T,T,F,F
33,5,12,9,5,6,2,5,2,20,0,0,F,F,F,F,F,F,T,T,F,T,T,F,F
22,8,16,10,5,12,4,3,1,40,0,0,T,T,T,F,F,T,T,T,F,F,T,T,F
43,7,10,13,5,13,2,5,2,42,0,0,T,T,T,T,T,T,F,F,F,F,T,T,T
67,1,2,7,3,1,1,5,2,8,0,1,F,F,F,F,T,T,F,T,T,F,T,F,T
30,1,9,11,1,1,5,5,1,40,0,0,F,F,F,T,T,T,F,T,F,T,F,T,T
56,5,8,12,4,9,2,5,2,25,0,0,F,F,F,F,F,F,T,T,T,T,F,F,T
31,5,10,13,5,11,4,5,2,25,0,0,T,T,T,F,T,T,F,T,T,T,T,T,F
33,5,10,13,3,5,1,5,2,40,0,1,F,F,F,T,F,F,T,T,T,T,T,T,T
26,5,12,9,3,9,1,5,2,40,0,1,T,T,T,T,T,T,T,F,F,F,F,F,F
33,5,10,13,3,5,1,5,2,40,0,1,F,F,F,F,F,F,F,T,T,F,F,T,T
46,3,2,7,3,15,1,5,2,30,0,1,F,F,F,T,T,T,F,F,T,T,T,T,T
59,1,10,13,3,1,1,5,2,40,0,1,F,F,F,T,T,T,F,T,T,T,T,T,T
38,2,12,9,3,2,1,5,2,40,0,1,F,F,F,T,F,T,F,F,T,F,T,F,T
65,5,2,7,7,9,5,4,2,40,0,0,F,F,F,T,F,F,F,T,T,T,F,T,T
40,5,9,11,3,14,1,5,2,40,0,1,F,F,F,F,T,T,T,T,T,T,T,T,T
42,5,12,9,3,2,6,5,1,35,0,1,F,F,F,T,F,T,T,T,F,F,F,F,F
26,7,7,5,3,4,1,5,2,40,0,1,F,F,F,T,T,F,T,F,F,F,F,F,F
36,5,1,6,3,9,6,5,1,24,0,1,F,F,F,F,T,F,T,T,F,T,T,T,T
62,5,13,14,3,11,1,5,2,40,0,1,T,T,T,F,T,T,F,T,F,T,T,F,T
43,5,10,13,3,15,1,5,2,45,0,1,F,F,F,T,T,T,T,F,T,T,T,T,T
43,5,10,13,1,5,2,5,2,45,-1564,0,F,F,F,T,F,T,T,F,F,F,F,F,T
22,5,12,9,4,13,2,5,2,55,0,0,T,T,T,T,F,F,F,T,F,T,T,F,F
28,5,12,9,3,4,1,5,2,40,0,1,F,F,F,F,F,T,F,T,F,T,F,T,T
56,7,16,10,3,13,1,5,2,45,0,1,T,T,T,T,T,F,T,T,T,F,T,F,F
22,5,8,12,5,13,2,5,1,15,0,0,F,F,F,T,F,T,F,F,F,T,F,F,T
57,5,10,13,1,5,2,5,1,45,0,0,T,T,T,T,T,F,F,T,T,T,F,F,F
39,5,12,9,1,13,5,5,1,40,0,0,T,T,T,T,F,T,T,T,F,F,T,T,T
26,2,16,10,5,2,5,5,1,15,0,0,F,F,F,T,T,F,T,T,T,T,T,F,F
17,5,2,7,5,9,4,5,2,10,0,0,T,T,T,T,T,F,T,T,F,T,F,T,T
40,8,9,11,3,8,1,5,2,38,0,1,T,T,T,T,F,T,F,T,F,F,F,T,T
45,5,12,9,3,8,1,3,2,40,0,1,T,T,T,T,T,F,F,T,T,F,F,T,T
44,5,12,9,5,4,2,3,2,40,0,0,T,T,T,T,T,T,T,F,F,T,F,F,F
20,3,16,10,5,2,4,5,1,10,0,0,F,F,F,F,T,F,F,F,T,T,T,T,F
33,5,12,9,3,4,6,5,1,40,0,1,F,F,F,T,F,T,T,T,T,T,T,T,F
23,5,16,10,5,13,2,5,2,40,0,0,T,T,T,F,F,T,T,T,F,F,T,F,F
46,7,13,14,1,5,2,5,2,30,0,0,T,T,T,F,T,F,T,F,F,T,F,T,T
38,5,12,9,3,13,1,5,2,50,0,1,T,T,T,F,F,T,T,F,F,T,F,F,T
54,5,12,9,1,15,2,5,2,40,0,0,F,F,F,F,F,F,T,F,T,F,F,F,T
46,5,5,3,1,4,2,5,1,45,-2339,0,T,T,T,F,F,F,F,T,F,T,F,T,F
25,5,16,10,3,4,1,5,2,40,0,1,T,T,T,T,F,T,F,T,F,F,F,F,F
46,5,16,10,1,13,2,5,1,40,0,0,F,F,F,F,F,F,T,T,F,F,T,F,T
36,3,16,10,3,15,6,5,1,40,0,1,T,T,T,T,F,F,T,F,T,F,T,T,F
23,5,12,9,5,9,2,5,1,25,0,0,F,F,F,T,T,F,F,F,F,F,T,F,T
29,5,12,9,6,8,2,5,2,40,0,0,F,F,F,T,F,T,T,T,T,F,F,T,T
44,5,16,10,3,2,6,5,1,6,-2415,1,F,F,F,F,T,F,T,F,T,T,F,F,T
19,5,16,10,5,2,4,5,1,16,0,0,F,F,F,F,T,F,F,T,F,T,F,F,F
19,5,12,9,5,9,3,5,1,40,0,0,F,F,F,T,F,F,T,F,T,T,T,F,F
35,5,12,9,3,9,6,5,1,40,0,1,F,F,F,T,F,F,T,F,F,F,T,F,T
27,5,10,13,5,4,2,5,2,50,0,0,T,T,T,F,T,F,F,T,F,T,T,T,F
46,7,8,12,6,4,2,5,2,40,0,0,T,T,T,F,T,F,F,F,T,F,F,T,F
34,8,10,13,3,5,1,5,2,45,7688,1,T,T,T,F,F,T,T,T,T,F,T,T,F
34,5,12,9,5,9,2,5,1,35,0,0,F,F,F,T,F,T,T,F,T,T,T,T,F
44,5,16,10,3,14,1,5,2,40,0,1,F,F,F,T,T,T,F,T,T,F,F,F,T
45,5,16,10,1,7,5,5,1,40,0,0,F,F,F,F,T,T,T,T,T,T,F,T,F
20,1,12,9,5,1,3,5,1,35,0,0,F,F,F,F,F,F,F,F,F,T,F,T,F
25,5,10,13,3,5,1,5,2,55,0,1,T,T,T,T,F,T,F,F,T,F,T,T,F
52,6,10,13,3,5,1,5,2,50,0,1,T,T,T,T,T,T,F,F,F,T,T,T,F
20,5,16,10,5,7,4,5,2,40,0,0,F,F,F,F,F,F,T,T,F,F,F,T,F
28,5,16,10,5,9,2,5,1,40,0,0,T,T,T,F,T,F,F,F,T,T,F,T,T
50,8,10,13,3,12,1,5,2,40,0,1,T,T,T,T,F,T,T,T,T,F,F,T,F
34,5,9,11,1,14,2,5,1,64,0,0,T,T,T,T,F,T,F,F,T,T,T,T,F
28,5,6,4,3,7,1,4,2,40,-2179,1,T,T,T,F,T,T,F,F,T,F,F,F,F
41,5,13,14,3,5,1,5,2,65,-1977,1,F,F,F,T,T,F,F,T,F,F,T,F,T
28,5,12,9,3,2,1,5,2,40,0,1,T,T,T,F,F,T,F,F,F,F,T,T,F
46,7,12,9,3,4,1,5,2,25,0,1,T,T,T,F,T,T,F,F,F,T,F,T,T
28,1,16,10,3,1,6,5,1,40,-1887,1,T,T,T,T,T,T,F,T,F,F,F,T,F
32,5,16,10,3,5,1,5,2,50,0,1,T,T,T,T,T,T,T,T,F,F,F,T,T
41,3,16,10,1,9,2,3,1,24,0,0,F,F,F,T,T,F,T,F,T,F,T,F,F
24,5,12,9,5,7,5,3,1,40,0,0,F,F,F,F,T,F,F,F,T,T,F,T,F
33,5,16,10,1,5,5,5,1,40,0,0,F,F,F,T,F,F,F,T,T,F,F,F,T
46,5,11,16,3,5,1,5,2,60,15024,1,T,T,T,F,T,T,T,F,T,F,F,T,F
31,8,16,10,3,8,1,5,2,40,0,1,T,T,T,F,T,T,F,T,F,T,T,F,F
35,5,3,8,1,4,2,5,2,50,0,0,T,T,T,F,T,F,F,T,F,F,F,F,F
52,5,4,2,3,8,1,5,2,40,0,1,T,T,T,F,F,T,F,T,F,T,T,F,F
30,5,2,7,5,9,4,5,1,19,0,0,F,F,F,F,T,T,F,F,F,F,T,T,F
34,3,2,7,6,8,2,3,2,40,0,0,F,F,F,F,F,F,F,F,F,T,T,F,F
34,8,12,9,1,15,5,5,1,40,0,0,T,T,T,F,T,T,T,T,T,F,T,T,F
20,5,16,10,3,13,1,5,2,30,0,1,F,F,F,F,F,F,F,T,F,F,T,F,T
17,5,2,7,5,7,4,5,2,18,2176,0,F,F,F,F,T,F,T,T,F,F,F,F,F
32,8,10,13,3,5,6,5,1,40,0,1,F,F,F,F,F,F,F,T,T,F,T,T,F
29,5,12,9,1,6,2,5,2,40,0,0,F,F,F,F,F,F,T,T,T,F,F,F,T
33,5,1,6,5,4,5,5,1,35,0,0,F,F,F,F,F,F,T,T,T,T,T,T,T
25,5,12,9,3,15,1,5,2,60,0,1,T,T,T,F,F,T,F,T,F,F,F,T,F
36,2,13,14,5,11,2,5,2,40,-1408,0,T,T,T,T,F,F,T,T,T,T,T,F,F
23,5,12,9,5,7,2,5,2,72,0,0,F,F,F,F,F,F,T,T,F,T,F,F,T
63,6,12,9,3,5,1,5,2,40,0,1,T,T,T,T,F,T,T,F,T,T,T,T,F
47,3,13,14,3,11,1,5,2,40,0,1,T,T,T,F,F,F,F,F,T,F,F,F,F
80,1,12,9,7,1,2,5,2,24,0,0,F,F,F,F,T,T,F,F,F,F,T,T,F
17,1,2,7,5,1,4,5,2,40,0,0,F,F,F,T,T,F,T,T,T,T,T,F,T
40,7,10,13,4,11,2,5,1,40,2174,0,F,F,F,F,F,F,F,T,T,F,F,T,T
30,5,8,12,3,9,6,5,1,25,0,1,T,T,T,F,F,T,F,T,T,F,F,T,T
27,5,16,10,5,4,4,2,2,40,-1980,0,T,T,T,F,T,T,F,T,F,T,F,F,T
33,5,13,14,3,11,1,5,2,50,0,1,T,T,T,T,F,F,T,F,F,F,F,T,F
34,3,12,9,5,6,2,3,2,60,594,0,T,T,T,F,T,F,F,F,F,T,T,F,F
34,3,16,10,5,12,2,5,1,40,0,0,F,F,F,T,T,F,F,T,T,T,T,F,T
23,5,16,10,3,2,1,5,2,40,0,1,F,F,F,F,T,F,T,F,F,F,T,F,F
42,3,16,10,3,2,6,5,1,40,0,1,F,F,F,F,F,T,F,F,F,F,T,F,F
29,5,10,13,5,11,2,5,2,40,0,0,T,T,T,F,F,F,T,T,T,F,T,T,F
45,5,12,9,1,2,2,5,1,28,0,0,T,T,T,F,F,F,F,F,F,F,F,F,F
24,2,12,9,5,3,4,5,2,40,0,0,F,F,F,F,F,T,T,T,T,T,F,F,F
44,5,16,10,3,11,1,5,2,40,0,1,F,F,F,T,F,T,F,F,F,T,F,F,F
27,5,7,5,5,4,3,5,2,40,0,0,F,F,F,T,T,T,T,T,T,T,F,F,F
20,5,16,10,5,13,2,5,2,35,0,0,T,T,T,T,T,T,F,F,T,T,F,F,F
44,5,12,9,7,5,5,3,1,40,0,0,T,T,T,F,F,T,F,T,T,F,F,T,F
51,5,12,9,3,4,1,1,2,40,0,1,T,T,T,F,F,T,T,T,T,T,F,T,F
20,5,12,9,3,8,1,5,2,40,0,1,F,F,F,T,T,T,F,T,T,T,T,F,F
17,1,2,7,5,1,4,5,1,5,0,0,F,F,F,F,T,F,F,F,T,T,T,T,F
19,5,12,9,5,8,4,3,1,40,0,0,T,T,T,T,F,F,F,T,T,T,T,T,F
45,6,16,10,3,4,1,5,2,55,0,1,F,F,F,F,T,T,T,F,F,F,F,T,T
60,5,12,9,3,4,1,5,2,40,0,1,F,F,F,T,F,F,T,T,T,T,F,F,F
42,5,8,12,3,5,1,3,2,40,0,1,F,F,F,T,F,F,T,F,T,F,F,T,T
44,7,12,9,3,13,6,5,1,40,0,1,F,F,F,F,F,T,T,F,F,F,F,F,T
40,5,9,11,3,8,1,2,2,40,0,1,F,F,F,T,F,T,T,T,F,T,T,F,T
30,5,12,9,3,5,6,5,1,40,0,1,T,T,T,T,F,F,T,T,F,T,F,T,T
38,5,16,10,3,15,1,3,2,50,0,1,T,T,T,T,T,F,F,F,F,T,T,T,F
23,5,12,9,3,15,1,5,2,60,0,1,F,F,F,F,F,T,F,T,T,T,T,T,T
32,1,16,10,3,1,1,5,2,40,0,1,T,T,T,T,T,F,T,T,T,T,T,F,F
44,5,8,12,5,6,4,5,2,40,0,0,F,F,F,F,T,F,T,F,F,F,T,F,F
54,3,12,9,3,15,1,3,2,40,0,1,T,T,T,T,T,F,T,T,T,T,F,F,T
32,5,10,13,3,11,1,5,2,50,0,1,F,F,F,T,F,T,F,T,F,F,T,T,F
50,5,4,2,4,4,5,5,2,40,0,0,F,F,F,T,T,F,F,T,T,T,T,T,T
24,5,10,13,5,14,2,5,1,20,0,0,T,T,T,F,F,T,T,F,F,F,F,F,T
37,5,12,9,3,2,6,5,1,60,0,1,T,T,T,F,F,F,T,F,T,F,F,T,F
52,5,12,9,1,15,5,5,2,40,0,0,T,T,T,F,F,F,T,F,F,T,F,T,T
38,5,16,10,3,15,1,5,2,40,0,1,F,F,F,T,F,F,T,T,F,F,F,T,T
49,5,13,14,3,5,1,5,2,45,-1977,1,F,F,F,T,F,F,T,F,T,F,T,F,F
30,5,10,13,3,14,6,5,1,16,0,1,F,F,F,T,T,F,T,F,F,F,F,F,T
60,5,16,10,5,11,5,5,2,40,0,0,F,F,F,T,T,T,T,F,T,T,T,T,T
22,1,16,10,5,1,4,5,2,40,0,0,F,F,F,T,F,F,F,T,T,T,T,T,F
35,5,12,9,5,4,2,5,2,40,0,0,T,T,T,T,T,F,F,T,T,F,T,F,T
30,5,12,9,5,15,2,5,2,60,0,0,F,F,F,F,T,F,T,F,F,F,F,T,T
67,5,9,11,1,9,2,5,1,24,0,0,F,F,F,T,F,T,F,T,T,T,T,F,F
46,5,10,13,5,4,2,5,1,40,0,0,F,F,F,T,F,F,F,F,F,T,F,F,T
17,5,7,5,5,9,2,5,2,6,0,0,T,T,T,T,F,F,F,F,F,T,F,F,F
22,5,16,10,5,7,4,5,2,30,0,0,T,T,T,F,F,F,T,T,F,T,T,T,T
27,5,1,6,5,9,2,5,2,40,0,0,T,T,T,T,T,F,T,T,T,T,T,T,T
23,5,12,9,5,9,5,5,1,35,0,0,T,T,T,T,F,T,T,T,F,T,T,T,T
33,5,8,12,3,4,1,5,2,45,0,1,F,F,F,F,T,F,F,F,F,F,T,T,T
43,7,16,10,3,4,1,5,2,20,0,1,F,F,F,F,T,F,T,T,F,F,F,F,T
28,8,10,13,5,11,2,5,2,20,0,0,F,F,F,T,T,T,F,F,F,F,F,F,T
41,5,12,9,4,4,5,5,1,40,0,0,T,T,T,T,T,F,F,T,F,F,F,F,F
52,1,3,8,5,1,3,3,2,40,594,0,T,T,T,T,F,F,T,T,F,F,F,F,F
25,5,16,10,4,2,4,3,1,20,0,0,F,F,F,T,T,F,F,T,F,T,T,T,F
63,1,4,2,3,1,1,5,2,35,0,1,F,F,F,T,T,F,T,T,F,F,F,F,T
59,3,12,9,3,15,1,5,2,45,0,1,T,T,T,F,F,T,T,F,F,F,T,T,F
45,3,10,13,1,11,5,5,1,40,0,0,F,F,F,F,T,T,T,T,T,T,F,F,T
38,5,10,13,3,13,1,5,2,60,15024,1,F,F,F,F,F,T,F,T,T,F,T,F,T
40,5,12,9,5,9,2,5,1,35,0,0,T,T,T,F,T,T,F,T,T,F,F,T,F
46,2,12,9,1,2,2,5,2,40,0,0,F,F,F,T,F,T,T,F,T,F,T,T,F
35,5,8,12,5,5,2,5,1,60,0,0,F,F,F,T,F,F,F,T,T,F,T,T,F
34,5,12,9,1,11,5,5,1,25,0,0,T,T,T,T,T,T,F,F,T,F,T,F,T
33,5,10,13,5,4,4,5,2,20,0,0,T,T,T,T,T,T,T,F,T,T,T,F,F
41,5,12,9,1,2,5,5,1,36,0,0,F,F,F,F,F,F,T,F,F,T,T,T,T
20,5,16,10,5,8,4,5,2,40,0,0,F,F,F,T,F,T,F,F,F,T,F,T,F
23,5,5,3,5,9,4,5,2,40,0,0,F,F,F,F,F,T,T,F,T,T,F,F,T
26,5,16,10,5,11,2,5,1,35,0,0,T,T,T,F,T,F,F,T,T,T,T,F,F
72,1,12,9,3,1,1,5,2,20,0,1,T,T,T,F,T,T,T,F,F,T,T,F,T
23,3,12,9,5,6,2,5,2,40,0,0,T,T,T,F,T,F,T,F,T,T,F,T,F
62,3,12,9,3,15,1,5,2,40,0,1,F,F,F,F,F,F,F,T,F,F,F,T,T
52,5,16,10,3,2,1,5,2,40,0,1,T,T,T,F,F,T,F,T,T,T,T,F,F
58,5,16,10,1,9,5,5,1,42,0,0,T,T,T,F,F,F,F,T,F,F,T,T,F
25,5,10,13,5,13,2,5,1,40,0,0,F,F,F,T,T,F,F,T,F,T,F,F,T
24,5,10,13,5,5,2,3,2,40,0,0,T,T,T,T,F,T,T,T,F,F,F,F,T
19,5,16,10,5,12,4,5,2,8,0,0,F,F,F,F,T,T,T,T,F,F,T,T,T
43,5,16,10,3,5,1,5,2,40,0,1,T,T,T,T,F,T,T,T,F,T,T,F,F
47,3,12,9,6,2,5,3,1,40,0,0,F,F,F,F,F,F,T,F,T,T,T,T,T
39,5,12,9,1,9,5,5,1,40,0,0,F,F,F,F,T,T,T,T,T,F,T,F,F
49,5,9,11,4,7,5,5,2,42,-1380,0,F,F,F,F,T,F,F,T,F,T,T,F,F
53,1,5,3,7,1,5,3,1,30,0,0,T,T,T,T,F,F,F,F,F,T,T,F,T
32,5,9,11,5,4,2,5,2,45,0,0,F,F,F,F,F,F,F,T,F,T,F,T,F
34,5,16,10,3,11,1,5,2,50,0,1,T,T,T,T,F,T,F,F,F,F,T,F,F
28,5,12,9,1,4,2,5,2,45,0,0,F,F,F,T,T,T,T,T,F,T,T,F,T
57,1,9,11,7,1,5,5,1,38,0,0,F,F,F,T,F,T,F,T,T,T,F,F,F
25,5,16,10,5,2,2,1,1,20,0,0,T,T,T,T,T,F,T,T,F,F,T,T,F
20,1,16,10,5,1,4,5,2,24,0,0,F,F,F,T,T,T,F,T,T,F,T,F,F
21,1,16,10,5,1,5,5,1,35,0,0,T,T,T,F,T,T,F,T,F,T,F,F,T
34,5,10,13,3,11,1,5,2,50,0,1,T,T,T,T,T,T,F,F,F,T,F,T,F
38,6,10,13,3,5,1,5,2,80,15024,1,T,T,T,F,F,F,T,T,T,F,T,T,F
50,5,12,9,3,5,1,5,2,50,7688,1,F,F,F,F,T,T,F,F,T,T,T,F,F
24,3,16,10,1,7,2,3,2,50,0,0,T,T,T,T,T,T,T,T,F,T,F,F,T
37,3,16,10,3,14,1,5,2,45,0,1,F,F,F,T,T,F,F,T,F,T,T,T,F
44,5,16,10,1,8,5,5,2,58,0,0,T,T,T,F,F,F,T,F,F,F,T,F,T
28,5,16,10,3,13,6,5,1,40,0,1,T,T,T,F,T,F,T,T,F,T,F,F,F
42,5,10,13,3,5,1,5,2,40,0,1,F,F,F,F,F,F,F,F,F,F,F,T,F
74,5,16,10,1,2,2,5,1,9,0,0,F,F,F,F,T,F,T,F,T,T,F,F,F
38,7,12,9,3,4,1,5,2,50,0,1,T,T,T,F,T,F,F,F,T,F,F,T,F
44,7,13,14,3,11,1,5,2,40,0,1,F,F,F,T,F,T,T,T,F,F,T,T,T
44,5,2,7,1,8,5,4,1,46,0,0,T,T,T,F,F,F,T,T,T,F,T,T,F
26,5,12,9,5,8,2,5,2,40,0,0,T,T,T,F,T,T,F,T,F,T,F,F,T
36,5,12,9,3,9,1,3,2,40,0,1,F,F,F,F,F,T,T,T,T,T,F,T,T
41,5,8,12,3,5,6,5,1,50,0,1,F,F,F,F,F,F,F,T,T,F,F,T,T
67,5,15,15,3,11,1,5,2,48,20051,1,T,T,T,T,F,F,T,F,F,F,F,F,T
39,3,3,8,3,14,1,5,2,50,0,1,T,T,T,T,F,F,T,T,F,T,T,T,T
57,5,4,2,7,10,2,3,1,30,0,0,T,T,T,F,F,F,F,F,F,T,T,F,F
29,5,9,11,6,4,2,5,2,40,0,0,T,T,T,F,T,T,T,T,T,F,T,T,F
31,6,10,13,5,6,2,5,1,45,0,0,F,F,F,F,T,F,F,T,T,F,F,F,T
34,1,12,9,5,1,5,3,1,40,0,0,T,T,T,F,F,T,T,T,T,F,T,T,T
44,5,16,10,3,15,1,5,2,40,0,1,F,F,F,T,F,T,F,F,F,T,T,T,T
29,5,11,16,5,11,4,5,2,40,0,0,T,T,T,F,F,T,F,T,F,T,T,T,F
30,5,16,10,5,7,5,5,1,40,0,0,F,F,F,T,T,T,F,F,F,T,T,T,T
27,5,12,9,5,15,2,5,2,40,0,0,F,F,F,T,F,F,F,T,F,T,F,T,T
27,5,16,10,3,13,1,5,2,50,0,1,T,T,T,F,T,F,F,T,F,F,F,F,T
32,5,12,9,5,7,2,5,1,45,0,0,F,F,F,T,F,F,T,T,F,F,T,T,F
58,5,1,6,3,9,6,5,1,8,0,1,F,F,F,F,T,F,F,F,T,F,F,F,T
35,3,16,10,3,12,1,5,2,40,0,1,T,T,T,T,T,T,T,F,F,F,T,F,T
21,5,12,9,5,7,4,5,2,36,0,0,F,F,F,F,T,T,T,F,T,F,T,T,T
28,5,16,10,5,4,5,5,2,40,0,0,T,T,T,T,T,T,T,T,F,F,T,F,F
46,7,16,10,1,5,2,5,2,50,0,0,F,F,F,T,T,T,F,F,T,T,F,T,T
36,7,12,9,6,9,5,5,1,40,0,0,T,T,T,F,T,F,F,F,F,F,F,F,T
